individual,day,dive_no,total_N,total_rms,max_depth,dive_dur,Vair,BD,initial_depth,avg_pitch,avg_speed,glide_duration,cvar_pitch,cvar_roll
ml18_292a,24,18,155,1.154306836,183.6,915,3.361344538,1038.889,30.554176,-61.03393373,2.100003273,11,0.000336972,0.054155109
ml18_292a,24,24,173,1.225341122,611.4,1012,30.25210084,1038.889,28.145563,-76.88813571,1.712293243,14,0.000175333,0.015062556
ml18_292a,24,4,108,1.036566182,540,875,13.02521008,1038.889,12.518023,-57.38376238,1.781399781,26,0.00095686,0.061809844
ml18_292a,24,41,216,0.918497337,505.1,1368,4.621848739,1038.889,35.42112,-52.787852,1.806732318,11,4.41E-05,0.003562257
ml18_292a,24,45,277,1.111810591,728.9,1262,22.26890756,1038.889,33.677467,-60.93007627,1.846090664,11,0.000617235,0.130277683
ml18_292a,24,5,92,1.127535932,625.1,986,28.99159664,1038.889,11.582852,-69.02683207,1.524525,14,0.001777652,0.494501916
ml18_292a,24,6,132,1.083772934,531.3,1027,17.22689076,1038.889,11.854158,-61.86982735,1.734439408,26,0.003302987,0.428133062
ml18_292a,24,65,74,1.632789673,188.2,805,0,1038.889,29.091816,-60.99497064,2.321347173,11,0.002718563,0.195600373
ml18_292a,24,66,93,1.376735093,566.4,897,0,1038.889,26.278921,-50.63703457,2.256690029,14,0.000347134,0.001740437
ml18_292a,24,67,79,1.61395649,517.6,937,3.781512605,1038.889,16.895565,-39.62381773,2.192224277,22,0.000699509,0.005465196
ml18_292a,24,68,120,1.295161261,638.8,958,26.47058824,1038.889,20.532204,-41.18557462,1.760319431,13,7.35E-05,0.002765191
ml18_292a,24,69,140,1.411329069,529.9,906,22.68907563,1038.889,13.477914,-44.95254266,1.753208228,29,0.00292245,0.014082909
ml18_292a,24,70,101,1.238838394,524.8,924,25.6302521,1038.889,12.506813,-49.6614485,1.597299313,8,0.000826952,0.012780359
ml18_292a,9,11,127,1.187077347,474,911,0.840336134,1037.184,26.178881,-48.57442853,1.932945029,17,0.00067901,0.023833499
ml18_292a,9,14,130,1.07033668,442.5,968,2.941176471,1037.184,19.681643,-46.04238135,1.847020283,23,0.000331627,0.01265249
ml18_292a,9,15,113,1.141345964,202.1,1255,1.260504202,1037.184,21.128822,-51.62402115,1.897276735,20,0.000126091,0.004385205
ml18_292a,9,16,159,1.232722517,236.8,1102,10.08403361,1037.184,16.702412,-57.37344082,1.829310777,22,0.001642355,0.052428791
ml18_292a,9,17,171,1.329708464,252.1,1083,9.243697479,1037.184,30.019783,-62.99854225,1.955662192,12,0.00038942,0.163436042
ml18_292a,9,2,74,1.164208898,462,915,4.201680672,1037.184,21.979212,-58.23386767,1.635946005,21,0.000689893,0.082626782
ml18_292a,9,26,224,1.311154198,375.7,968,19.32773109,1037.184,31.651045,-59.32382108,1.9105491,12,0.00015231,0.012300522
ml18_292a,9,3,110,1.231684133,454.7,1021,13.86554622,1037.184,11.641854,-56.01768476,1.64166159,29,0.000982085,0.043520292
ml18_292a,9,32,237,1.189189577,255.9,947,6.722689076,1037.184,32.592865,-60.17384864,2.002285864,11,0.001218737,0.264721846
ml18_292a,9,33,150,1.279573544,265.9,915,14.70588235,1037.184,28.828079,-65.77221008,1.941537477,13,0.000213955,0.852606885
ml18_292a,9,34,88,1.225399758,381.1,1028,0,1037.184,30.741688,-62.13336664,2.084384409,11,0.003349057,0.491303328
ml18_292a,9,36,102,1.189073509,521.8,1141,5.042016807,1037.184,23.664209,-64.24645919,1.925031144,16,0.000460376,0.490656588
ml18_292a,9,37,190,1.164503214,401.5,1166,0,1037.184,29.557381,-62.11010425,1.95106065,12,0.004146179,0.716350806
ml18_292a,9,40,124,1.018159907,403.2,1055,10.08403361,1037.184,14.42059,-54.75655704,1.866414558,24,0.00282035,0.06725847
ml18_292a,9,5,94,1.247228641,446.1,980,11.34453782,1037.184,10.146181,-52.35437388,1.629182163,32,0.000671213,0.025870093
ml18_292a,9,6,145,1.211776555,447.6,940,11.34453782,1037.184,13.945024,-59.62459724,1.737024,25,0.012452631,0.377378862
ml18_292a,9,64,99,1.239602605,155.1,776,0,1037.184,26.42428,-64.31276145,2.095130109,11,0.003886229,0.413726657
ml18_292a,9,68,71,1.115786417,446.1,1014,1.680672269,1037.184,10.911599,-48.17657447,1.973391316,19,0.000996182,0.00304766
ml18_292a,9,7,146,1.30323834,469,969,6.722689076,1037.184,13.117417,-50.53494042,1.811357754,24,0.000265844,0.017547743
ml18_292a,9,70,77,1.261894947,479,958,6.722689076,1037.184,11.953492,-53.0970375,1.683443889,18,0.005897179,0.042888797
ml18_294a,10,1,166,0.995033444,501.7,1417,22.68907563,1035.691,23.525703,-73.45175314,1.321639214,22,0.000758295,0.178860381
ml18_294a,10,11,242,0.986618248,583.2,1848,19.32773109,1035.691,29.470659,-76.03128135,1.324518682,17,0.002467554,0.230012583
ml18_294a,10,12,233,1.034288407,555.2,1604,21.00840336,1035.691,26.338409,-70.54347525,1.289475375,20,0.000543697,0.046966168
ml18_294a,10,13,295,1.156369946,724.5,1312,23.1092437,1035.691,31.717031,-71.05973814,1.402232493,14,0.000122698,0.034999599
ml18_294a,10,15,247,1.247945081,510.9,1489,25.21008403,1035.691,30.403639,-80.49916953,1.385595527,15,0.001154652,0.100873508
ml18_294a,10,16,253,1.109019207,518,1336,20.58823529,1035.691,30.783894,-75.3615894,1.357512427,15,0.000886583,0.126727855
ml18_294a,10,17,288,1.077543877,526.5,1379,18.90756303,1035.691,34.194557,-77.732872,1.393153517,12,0.000317222,0.079574875
ml18_294a,10,18,197,1.322043946,524.3,1391,26.8907563,1035.691,28.748425,-75.46080777,1.401801585,13,0.000706663,0.179377708
ml18_294a,10,2,275,1.011377753,556.7,1339,23.94957983,1035.691,29.26615,-72.90022224,1.348587247,17,0.003488246,0.411523062
ml18_294a,10,23,196,1.407501781,561.9,971,23.94957983,1035.691,28.346621,-68.831061,1.512087456,16,7.35E-05,0.012689079
ml18_294a,10,24,176,1.275186478,364.4,963,6.722689076,1035.691,30.846476,-68.140128,1.693817969,13,0.000214492,0.333580366
ml18_294a,10,26,81,1.157252138,515.9,1162,0,1035.691,25.498344,-67.2613105,1.737219181,16,0.001519075,0.164430945
ml18_294a,10,33,70,1.231811353,347.9,842,10.92436975,1035.691,12.645926,-64.32820246,1.535630546,28,0.003753218,0.217604222
ml18_294a,10,4,258,1.13025564,570.8,1436,22.68907563,1035.691,27.755167,-74.94802853,1.271745079,19,0.00083462,0.191776504
ml18_294a,10,41,68,0.965979292,382.2,871,10.50420168,1035.691,11.838037,-70.01757628,1.450683655,29,0.000644748,0.089362612
ml18_294a,10,5,221,1.060828262,558.4,1446,21.8487395,1035.691,29.348156,-74.652821,1.346506569,16,3.08E-05,0.004116329
ml18_294a,10,58,180,1.32532727,461,1197,20.16806723,1035.691,25.764071,-72.29809121,1.391748205,19,0.000941914,0.087351254
ml18_294a,10,59,144,1.413900711,458.6,1266,23.1092437,1035.691,23.965406,-78.36207494,1.460124956,18,0.005007173,0.274494756
ml18_294a,10,60,196,1.43130548,481.2,1460,18.06722689,1035.691,30.284267,-73.13130387,1.462016847,15,0.000189199,0.005070341
ml18_294a,10,62,186,1.3194952,640.1,1312,19.74789916,1035.691,27.08176,-74.15886517,1.394822833,18,0.000981823,0.18320189
ml18_294a,10,63,232,1.280954693,617.7,1241,25.21008403,1035.691,31.06937,-79.75906257,1.433771864,14,0.001693722,0.013722096
ml18_294a,10,64,203,1.296407821,569.6,1225,17.22689076,1035.691,29.816946,-71.09147233,1.445223227,15,0.000189153,0.030157102
ml18_294a,10,66,219,1.131643,527.6,1371,12.60504202,1035.691,29.961752,-66.54930331,1.434243156,16,0.000665015,0.316396678
ml18_294a,10,67,224,1.069138573,602.6,1061,15.54621849,1035.691,32.361141,-73.58720464,1.340997793,14,0.002997593,0.301092749
ml18_294a,10,68,222,1.128483378,600.6,1326,13.86554622,1035.691,28.010702,-71.84766335,1.425818465,17,0.000493008,0.220472423
ml18_294a,10,7,311,1.021132127,588.7,1261,24.3697479,1035.691,23.161079,-74.02979676,1.34081761,21,0.001264955,0.049496153
ml18_294a,18,10,228,1.035128235,548.2,1579,19.74789916,1035.556,27.365641,-73.90980911,1.371677289,18,0.001221259,0.051001944
ml18_294a,18,11,285,1.058940694,531.5,1453,15.96638655,1035.556,31.615313,-78.30747171,1.351955936,14,8.24E-05,0.180920893
ml18_294a,18,12,241,1.074140363,526.5,1476,13.86554622,1035.556,32.338337,-72.33234686,1.421029907,14,0.001487854,0.264549102
ml18_294a,18,13,248,1.185207465,579.2,1294,22.26890756,1035.556,24.32391,-73.27714005,1.41239274,20,0.000316018,0.064485037
ml18_294a,18,15,256,1.185212519,520.2,1429,21.00840336,1035.556,22.427992,-81.74010719,1.38224579,21,0.000452495,0.22920468
ml18_294a,18,17,243,1.18258055,495.5,1381,17.22689076,1035.556,29.943518,-72.90805407,1.461767493,15,7.47E-05,0.017034663
ml18_294a,18,18,183,1.298964925,487.1,1353,15.54621849,1035.556,29.975424,-71.69104986,1.560491293,14,0.000266591,0.074098545
ml18_294a,18,21,149,1.37422074,427.8,1178,13.86554622,1035.556,29.481413,-69.56337623,1.732220285,13,0.000706851,0.504806883
ml18_294a,18,24,182,1.270590356,316.7,1125,19.74789916,1035.556,19.134684,-77.02017757,1.536205814,21,0.007711031,0.433584866
ml18_294a,18,25,139,1.148076491,367.7,1089,7.56302521,1035.556,25.324659,-74.21360141,1.534031159,17,0.001818873,0.234005322
ml18_294a,18,3,176,1.02200201,461.4,1615,15.96638655,1035.556,18.200245,-58.45047357,1.387737821,28,0.004790582,0.365858624
ml18_294a,18,30,69,1.086300121,300,1026,10.50420168,1035.556,12.833897,-62.01876334,1.480700345,29,0.002877995,0.302050354
ml18_294a,18,33,127,0.992973962,403,1169,10.08403361,1035.556,21.626982,-65.04050927,1.443359405,22,0.002472676,0.516362507
ml18_294a,18,34,108,1.198055133,354.5,1127,11.76470588,1035.556,12.562205,-60.39612093,1.481045873,30,0.002220374,0.164359157
ml18_294a,18,37,106,1.107851264,360.6,1184,13.86554622,1035.556,13.059131,-62.69762634,1.459585379,29,0.000889934,0.100791293
ml18_294a,18,38,110,1.002607165,582.5,1143,12.18487395,1035.556,14.550354,-62.95234811,1.436986154,28,0.001054402,0.645430192
ml18_294a,18,4,129,0.83525284,526.8,1765,15.12605042,1035.556,13.642679,-57.52002876,1.329862388,33,0.004811113,0.267182791
ml18_294a,18,51,227,1.214051794,458.3,1446,15.12605042,1035.556,29.387894,-72.53705853,1.457284587,15,0.000413526,0.157902114
ml18_294a,18,52,213,1.182490139,524.1,1473,23.1092437,1035.556,26.864746,-81.16743609,1.408262991,11,0.000837989,0.125276515
ml18_294a,18,53,152,1.266384909,512,1428,16.38655462,1035.556,23.79298,-72.01890025,1.45286995,20,1.04E-05,0.089296804
ml18_294a,18,54,261,1.278944575,551.3,1406,23.52941176,1035.556,21.67288,-71.67394557,1.3474401,23,0.000461845,0.228808253
ml18_294a,18,55,211,1.046859375,519.6,1452,10.92436975,1035.556,29.073364,-69.47990288,1.367167612,17,0.001078798,0.256064051
ml18_294a,18,56,259,1.123568961,522.2,1495,24.3697479,1035.556,22.415236,-73.88518526,1.31399747,23,0.00045852,0.145189297
ml18_294a,18,57,230,1.075703315,506.7,1392,17.64705882,1035.556,28.26903,-71.60186,1.393519259,17,0.000178448,0.163342324
ml18_294a,18,59,300,1.159075436,563.4,1439,18.90756303,1035.556,24.362764,-66.15364686,1.373549286,21,0.000366235,0.188714427
ml18_294a,18,6,180,1.250143412,655.4,1722,21.42857143,1035.556,35.189041,-60.1718974,1.61078853,10,0.000791156,0.233030704
ml18_294a,18,60,249,1.054568217,557.3,1337,26.8907563,1035.556,21.477457,-79.67246455,1.349496236,11,0.000918268,0.052165228
ml18_294a,18,7,226,1.108183233,570.7,1654,17.22689076,1035.556,30.799421,-66.65712747,1.412468833,15,0.000793647,0.133893824
ml18_294a,18,8,232,1.188616092,547.1,1687,14.70588235,1035.556,27.252897,-67.78001763,1.358143647,19,0.000579468,0.11007634
ml18_294a,18,9,294,1.009017669,551.6,1464,16.38655462,1035.556,29.884556,-71.80729671,1.309063918,17,0.000821818,0.205619426
ml18_294a,25,21,247,1.123367998,515.6,1167,17.22689076,1035.679,30.149178,-69.19046533,1.431889927,15,0.000975455,0.178249976
ml18_294a,25,3,268,1.062060648,602.8,1187,17.64705882,1035.679,34.020985,-74.80963131,1.338045077,13,0.001514804,0.111527102
ml18_294a,3,25,183,1.162689263,317.2,979,13.02521008,1035.783,25.257446,-68.13180239,1.485124367,18,0.001512586,0.252232515
ml18_294b,17,1,215,1.158959553,880.1,1489,33.33333333,1036.52,28.087339,-73.4761094,1.48972584,10,0.001138423,0.03564205
ml18_294b,17,2,97,1.178063282,315.9,1144,30.0330033,1036.52,17.617655,-81.40675309,1.447684404,23,0.000645122,0.118113581
ml18_294b,17,22,110,1.227740587,708.4,1194,19.47194719,1036.52,23.22678,-72.69590883,1.6575819,18,0.004382128,0.133652114
ml18_294b,17,26,128,1.256501184,364.6,1110,11.55115512,1036.52,29.667158,-78.75408242,1.850405508,12,0.000119873,0.045836528
ml18_294b,17,3,145,1.249153595,904.4,1556,32.01320132,1036.52,26.583679,-69.84739729,1.691452143,14,0.000401489,0.165891721
ml18_294b,17,4,168,1.234210928,826.6,1413,30.3630363,1036.52,34.199986,-68.70590073,1.596943291,11,0.000366734,0.025245437
ml18_294b,2,20,203,1.45967772,426.3,1120,23.10231023,1036.373,29.669979,-78.72136558,1.871287425,12,0.001011786,0.037550457
ml18_294b,2,42,120,1.130860349,525.7,951,17.16171617,1036.373,13.780776,-60.79052278,1.549978252,27,0.003136048,0.322854708
ml18_294b,2,58,93,1.138388151,412.3,1211,9.900990099,1036.373,23.009295,-59.71262706,1.763765539,18,0.000784212,0.29999453
ml18_294b,2,9,139,1.43719355,537.1,1139,28.05280528,1036.373,30.638107,-80.16956142,1.584178417,12,0.004883778,0.323172109
ml18_294b,24,1,135,1.366072352,570.7,1505,15.18151815,1035.468,26.048792,-82.07496471,1.746040243,14,0.000891449,0.102106861
ml18_294b,24,11,73,1.294389867,284.2,798,12.87128713,1035.468,13.493198,-79.04082045,1.744879491,22,6.08E-05,0.096289347
ml18_294b,24,14,81,0.960594953,231.5,929,1.320132013,1035.468,16.5459,-84.24862678,1.928644828,18,0.000319246,0.06101343
ml18_294b,24,18,109,1.299377672,471.2,1095,14.19141914,1035.468,15.604185,-85.30471568,1.844952484,19,0.000192928,0.1089963
ml18_294b,24,24,70,1.313195768,262.5,1058,6.930693069,1035.468,14.547504,-79.46532484,1.907549342,19,0.000413375,0.006507966
ml18_294b,24,31,118,1.019784548,283,979,0,1035.468,15.062616,-79.63570884,1.9260202,19,0.000240364,0.052126425
ml18_294b,24,59,71,1.43846462,378.2,1215,15.84158416,1035.468,13.925982,-72.74200542,1.639442225,24,0.000366661,0.18244817
ml18_294b,24,7,204,1.243396123,507.6,1432,21.12211221,1035.468,23.339689,-77.1498475,1.745319819,16,0.000238241,0.121347533
ml18_294b,9,12,91,1.254146268,269.7,830,8.250825083,1036.715612,13.039081,-80.62507125,1.90040823,20,0.000221275,0.081560021
ml18_294b,9,17,72,1.427973783,267.3,846,11.55115512,1036.715612,13.448472,-81.76627315,1.87812032,20,8.52E-05,0.028749381
ml18_294b,9,2,230,1.367321142,804.4,1464,39.27392739,1036.715612,32.200596,-75.56380391,1.7146635,11,0.00388737,0.032056591
ml18_294b,9,28,64,1.092559342,285.1,1342,7.920792079,1036.715612,22.60745,-78.65633679,2.029999079,14,0.000232817,0.003668725
ml18_294b,9,62,69,1.39308046,271.4,876,1.98019802,1036.715612,27.713642,-80.80940173,2.066719473,11,0.000239835,0.004864069
ml18_294b,9,66,97,1.217284273,491.5,1053,14.52145215,1036.715612,24.115395,-80.45214793,1.882566729,14,0.000167713,0.009799251
ml18_294b,9,68,126,1.2041973,366.2,1096,13.53135314,1036.715612,16.09532,-77.12359331,1.781213208,13,0.000151538,0.224595856
ml18_294b,9,70,165,1.190077391,303.6,1102,16.50165017,1036.715612,18.66083,-80.73641717,1.808251056,18,0.000463783,0.111212206
ml18_294b,9,72,96,1.175342486,322.2,1112,3.300330033,1036.715612,28.207275,-76.99399836,2.039516109,11,0.000168925,0.013357965
ml18_294b,9,73,114,1.212180431,537.3,1237,16.50165017,1036.715612,22.960726,-75.2462635,1.794467417,12,0.000206658,0.062069424
ml18_294b,9,74,115,1.263202484,461.8,1258,28.05280528,1036.715612,15.159133,-74.26651768,1.492159153,19,0.000730069,0.013423967
ml18_294b,9,75,77,1.223575458,466.1,1333,25.74257426,1036.715612,13.882554,-73.01124918,1.5567292,11,0.000197352,0.000913321
ml19_295a,17,11,70,1.247225496,324.4,980,4.861111111,1039.436,20.085258,-74.66714773,2.178605853,15,0.000156464,0.009153714
ml19_295a,17,12,125,1.234857282,436.5,1040,4.861111111,1039.436,27.401384,-72.60550825,2.079634342,12,0.000323918,0.003069765
ml19_295a,17,14,128,1.243041691,448.8,1156,11.45833333,1039.436,19.014889,-72.59638612,2.021574888,17,0.000795636,0.015602342
ml19_295a,17,15,73,1.374352341,441.1,1088,9.027777778,1039.436,11.402018,-73.5979805,1.913083545,22,0.00187876,0.071708317
ml19_295a,17,16,89,1.249305843,195.3,790,9.722222222,1039.436,16.175005,-68.79128733,2.046552633,18,0.0015328,0.018557291
ml19_295a,17,17,87,1.303938457,181.4,879,1.388888889,1039.436,12.61305,-73.12242044,2.214246856,18,0.002467087,0.031249008
ml19_295a,17,2,140,1.304673669,365.4,1308,0,1039.436,28.66436,-58.18793455,2.357746955,11,0.001639967,0.020443478
ml19_295a,17,20,105,0.942516218,490.5,1159,0,1039.436,26.540125,-57.03076638,2.288624415,13,0.00016799,0.009011577
ml19_295a,17,21,159,1.411301796,514.2,1403,11.80555556,1039.436,18.494257,-67.05070853,2.130108606,17,0.001423024,0.020674664
ml19_295a,17,22,105,1.249287645,500.6,1365,10.76388889,1039.436,14.747186,-70.24924379,2.032749353,19,0.001637402,0.027389288
ml19_295a,17,25,214,1.284175308,570.6,1553,20.13888889,1039.436,21.227476,-68.67359938,2.029507388,16,0.000622453,0.002582337
ml19_295a,17,26,178,1.337191616,625.9,1781,19.44444444,1039.436,28.242952,-72.78328375,1.973090108,12,0.001594806,0.105880115
ml19_295a,17,29,106,1.201804751,214.5,830,4.166666667,1039.436,24.579399,-76.33376617,2.195649742,12,0.000249469,0.003740566
ml19_295a,17,30,151,1.372172445,196.7,641,14.93055556,1039.436,21.590981,-76.92993314,2.185490329,14,0.001448619,0.203599579
ml19_295a,17,33,101,1.230287281,193.2,786,9.722222222,1039.436,26.135353,-74.73883192,2.238791392,12,3.60E-05,0.006087922
ml19_295a,17,35,88,1.357927418,204.5,782,8.333333333,1039.436,19.36857,-72.48655757,2.3076261,14,0.000656873,0.00694025
ml19_295a,17,37,73,1.281449751,214.7,779,4.166666667,1039.436,14.377831,-72.96830582,2.272545753,17,0.001114151,0.040481907
ml19_295a,17,39,70,1.397406129,217.6,796,4.513888889,1039.436,23.390526,-72.79696885,2.192995446,13,0.000185472,0.009219356
ml19_295a,17,40,116,1.383925607,475.4,1074,16.31944444,1039.436,25.1061,-71.01290254,2.111470631,13,0.002358757,0.035120587
ml19_295a,17,42,163,1.339684548,456.5,1181,4.513888889,1039.436,28.736727,-64.96248967,2.110848783,12,0.00098174,0.017959505
ml19_295a,17,43,123,1.317482271,290.7,887,6.944444444,1039.436,15.588991,-72.97127494,2.123752829,17,0.002007215,0.140535547
ml19_295a,17,44,172,1.370779988,465.4,1068,11.45833333,1039.436,23.262766,-71.98334569,2.224569838,13,0.000214822,0.007278079
ml19_295a,17,45,145,1.345992627,208.4,875,9.027777778,1039.436,18.920607,-70.4859805,2.1364769,16,0.001864506,0.057814106
ml19_295a,17,48,124,1.202850204,445.1,1057,1.041666667,1039.436,17.017431,-67.36697244,2.239334438,16,0.001788555,0.06077235
ml19_295a,17,50,90,1.105594969,438.7,1028,7.638888889,1039.436,16.00128,-70.26837383,2.058736117,18,0.001665208,0.019448893
ml19_295a,17,51,195,1.314563244,435.4,934,6.597222222,1039.436,20.174564,-67.05771381,2.167064131,16,0.002252958,0.032905464
ml19_295a,17,52,108,1.289723398,344,830,6.597222222,1039.436,16.221807,-66.83184056,2.168965006,18,0.003258307,0.103607643
ml19_295a,17,53,74,1.116565611,177.2,795,6.25,1039.436,16.628586,-68.82412453,2.173556182,17,0.001641495,0.021827354
ml19_295a,17,54,88,1.087721455,449.8,919,4.513888889,1039.436,13.938027,-69.90232722,2.199415111,18,0.002076548,0.118700578
ml19_295a,17,56,75,1.187470508,463.8,1129,8.333333333,1039.436,15.22537,-63.79989368,2.109517232,19,0.0010643,0.024881987
ml19_295a,17,59,95,1.102119615,467.4,1007,9.027777778,1039.436,15.141864,-69.74487267,2.097795489,18,0.001316874,0.019171395
ml19_295a,17,6,195,1.222751429,344.8,1007,4.166666667,1039.436,22.657019,-73.87041762,2.286626715,13,0.000253678,0.002705727
ml19_295a,17,65,77,1.324040028,453.1,984,7.986111111,1039.436,13.08777,-70.50306232,2.067644411,19,0.0019026,0.028822973
ml19_295a,17,66,89,1.186745708,450.1,975,5.555555556,1039.436,13.612896,-72.63123763,2.104526958,19,0.001327378,0.109264194
ml19_295a,17,7,172,1.21953975,254.2,966,10.41666667,1039.436,20.881845,-76.40149236,2.167514943,14,5.40E-05,0.00079205
ml19_295a,17,9,160,1.077006035,461.5,1047,12.15277778,1039.436,18.538836,-65.913663,2.02048745,18,0.000680164,0.043291764
ml19_295a,2,1,114,1.024134505,391.9,1100,11.45833333,1038.234,22.651558,-56.21910058,1.790522089,19,0.000660453,0.03911489
ml19_295a,2,11,299,1.414597713,475.9,1170,26.73611111,1038.234,31.349457,-63.01756491,2.005693318,11,0.000948038,0.061374311
ml19_295a,2,2,148,1.12926146,320.1,1245,17.01388889,1038.234,22.19084,-57.61395121,1.742708737,19,0.000393762,0.050025404
ml19_295a,2,3,165,1.002417089,247,1068,3.472222222,1038.234,18.529373,-54.93200645,1.961168395,20,0.002845492,0.035156796
ml19_295a,2,50,79,1.458378056,540.7,1070,0,1038.234,16.999844,-58.53641139,2.253750428,18,0.002167648,0.089087543
ml19_295a,2,51,129,1.464017363,544.5,1472,4.513888889,1038.234,30.881437,-64.002818,2.101748155,11,0.000763782,0.021407595
ml19_295a,2,52,152,0.96994277,563,1253,5.902777778,1038.234,28.199636,-67.27228615,1.922875769,13,0.00024538,0.006599544
ml19_295a,2,61,287,1.058249763,403.7,1013,10.76388889,1038.234,30.943676,-53.30122323,1.979601685,13,0.000282494,0.033125279
ml19_295a,2,67,173,1.038380715,393.6,976,12.5,1038.234,23.649073,-62.12956406,1.728210933,18,0.001684245,0.060719816
ml19_295a,2,68,154,0.954124345,410.6,975,6.597222222,1038.234,21.229465,-58.8545453,1.74368842,20,0.001678003,0.028675219
ml19_295a,9,18,249,1.386313405,776,1225,19.09722222,1039.67,31.835297,-66.39690855,1.984066564,11,0.000633272,0.006444979
ml19_295a,9,2,94,1.153729849,398.2,1073,24.65277778,1039.67,13.764907,-75.65081237,1.664586947,19,0.001771018,0.024453041
ml19_295a,9,25,270,1.206084159,793.9,1287,27.43055556,1039.67,26.504938,-66.51855173,1.824811993,15,0.001644631,0.035197026
ml19_295a,9,27,226,1.340846976,836.4,1126,26.73611111,1039.67,31.1112,-67.45323027,1.925878582,11,0.000585112,0.059695545
ml19_295a,9,29,179,1.281019072,805.1,1216,25.34722222,1039.67,28.57645,-66.05333554,1.900200331,13,0.000629066,0.017792036
ml19_295a,9,3,146,1.276529088,391.1,1034,10.06944444,1039.67,20.320501,-61.79980024,2.045589841,17,0.001174013,0.019754722
ml19_295a,9,32,241,1.328762796,413,1165,31.94444444,1039.67,32.54427,-68.15524255,1.886778318,11,0.001037204,0.09460954
ml19_295a,9,39,231,1.359807642,433.7,1130,20.83333333,1039.67,31.555296,-62.60002218,2.069592182,11,0.000794615,0.056829876
ml19_295a,9,4,133,1.362320802,399.5,940,1.388888889,1039.67,28.198484,-57.94825808,2.168871975,12,0.00061228,0.0460925
ml19_295a,9,46,215,1.306771933,350.4,1076,13.88888889,1039.67,30.118282,-53.379785,2.084797375,12,0.000643205,0.039081804
ml19_295a,9,48,74,1.232560384,373.4,990,1.041666667,1039.67,12.357306,-52.71442026,2.183337291,23,0.007884291,0.063980219
ml19_295a,9,5,145,1.261348797,304.3,1150,3.819444444,1039.67,28.490225,-55.607496,2.149275323,13,0.00098088,0.030241409
ml19_295a,9,52,103,0.981288192,408.7,897,4.166666667,1039.67,33.95858,-49.0992135,1.907732508,12,0.000960453,0.016268973
ml19_295a,9,55,122,1.024570524,375.1,924,16.31944444,1039.67,16.561834,-73.60996779,1.899640821,19,0.001277947,0.029737364
ml19_295a,9,59,105,0.9368756,388.9,909,12.5,1039.67,15.388976,-57.00344241,1.947210295,22,0.001222281,0.029836044
ml19_295a,9,61,101,1.157105182,374.2,884,10.41666667,1039.67,17.470552,-60.99303995,1.999972568,19,0.001311211,0.022913279
ml19_295a,9,70,81,0.919785269,307.5,937,10.76388889,1039.67,14.336937,-59.65193886,1.930238445,22,0.003594101,0.082501947
ml19_295a,9,71,101,0.91389478,373.7,879,4.166666667,1039.67,21.048534,-61.89286465,1.984606429,17,0.00058581,0.024630471